,country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1961-08-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PNW.png,10955.922792315447,Pinnacle West Capital Corp,16022501000,119.1,PNW,https://www.pinnaclewest.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1999-11-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IMMR.png,253.0415083108808,Immersion Corp,14084671900,32.28,IMMR,https://www.immersion.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-07-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950801877996.png,83.58,Zura Bio Ltd,18582470520,65.29,ZURA,https://zurabio.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1995-08-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IART.png,1776.035341034952,Integra Lifesciences Holdings Corp,16092750500,77.22,IART,https://www.integralife.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2022-07-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950824530866.png,126.1627105617078,ECB Bancorp Inc,16173871110,9.1,ECBK,https://investor.everettbank.com/home/default.aspx
0,US,CAD,CAD,CANADIAN NATIONAL STOCK EXCHANGE,Biotechnology,2021-02-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DRUG.CN.png,359.243424,Bright Minds Biosciences Inc,16478658622,7.04,DRUG.CN,https://brightmindsbio.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1999-10-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AKAM.png,13155.790310889988,Akamai Technologies Inc,16174443000,150.32,AKAM,https://www.akamai.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1973-10-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/WRB.png,23724.382504590638,W R Berkley Corp,12036293000,379.23,WRB,https://www.berkley.com
0,IL,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1991-08-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958750196.png,584.2817272888514,Magic Software Enterprises Ltd,97235389292,49.1,MGIC,https://www.magicsoftware.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2024-03-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950713993026.png,37.68707356470589,Boundless Bio Inc,18587669912,22.3,BOLD,https://boundlessbio.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,1979-05-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SEE.png,4654.176938524275,Sealed Air Corporation,19802213235,145.76,SEE,https://www.sealedair.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,2006-07-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958998416.png,316.3047669588313,Northeast Community Bancorp Inc,19146842500,14.02,NECB,https://www.necommunitybank.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,2021-03-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CRCT.png,1185.626786661972,Cricut Inc,18777274288,212.54,CRCT,https://cricut.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,1988-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959013916.png,248.72,Saba Capital Income & Opportunities Fund II,19545277500,28.14,SABA,https://www.franklintempleton.com/investments/options/closed-end-funds/products/146/SINGLCLASS/templeton-global-income-fund-inc/GIM
0,US,USD,USD,NYSE MKT LLC,Aerospace & Defense,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959049176.png,18.13368388513514,SIFCO Industries Inc,12168818600,6.15,SIF,https://sifco.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Building,2011-03-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950335628676.png,7.622286235038089,CEA Industries Inc,13039935271,0.8,CEAD,https://surna.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,2000-06-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BHLB.png,1228.8025532508436,Berkshire Hills Bancorp Inc,14134435601,46.4,BHLB,https://ir.berkshirebank.com/
0,US,USD,USD,OTC MARKETS,"Hotels, Restaurants & Leisure",2009-07-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959017556.png,72.498564,Galaxy Gaming Inc,17029393254,25.0,GLXZ,https://www.galaxygaming.com/
0,CA,USD,USD,TORONTO STOCK EXCHANGE,Metals & Mining,1992-02-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FVI.TO.png,2029.216637,Fortuna Mining Corp,16044844085,306.53,FVI.TO,https://www.fortunamining.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1971-06-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959046536.png,567.4040121358448,Oil-Dri Corporation of America,13123211515,14.59,ODC,https://www.oildri.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,1995-07-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959084856.png,2440.994723060869,John Wiley & Sons Inc,12017486000,54.03,WLY,https://www.wiley.com/
0,US,USD,USD,OTC MARKETS,N/A,2013-01-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959100286.png,2.5775885416666697,Wright Investors Service Holdings Inc,19142425700,20.62,IWSH,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies & Distributors,2019-10-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950674852956.png,597.7195189875126,Karat Packaging Inc,16269658882,20.02,KRT,https://karatpackaging.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2023-10-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950867359116.png,95.46497225988699,Quetta Acquisition Corp,17184632666,3.75,QETA,
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,2012-06-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950361906386.png,288.83,Nyli Mackay Definedterm Muni Opportunities Fund,12125767000,18.78,MMD,
0,US,USD,USD,OTC MARKETS,Media,1994-03-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950000236726.png,11.673653,Kwikclick Inc,18012434840,155.65,KWIK,https://kwikclick.com
0,US,USD,USD,OTC MARKETS,Media,2002-08-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950763748016.png,2.26760490277778,Bubblr Inc,16476462263,159.69,BBLR,https://ethicalweb.ai/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,1986-11-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959055956.png,125.12,Argo Group US Inc,12103218400,5.75,ARGD,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2023-11-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950838611276.png,182.26978815665797,CARGO Therapeutics Inc,16504998950,46.03,CRGX,https://cargo-tx.com
0,US,USD,USD,OTC MARKETS,Chemicals,2009-05-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942981038486.png,8.22745826923077,Basanite Inc,19545324653,260.16,BASA,https://basaltamerica.com/
0,FR,EUR,EUR,NYSE EURONEXT - EURONEXT PARIS,Banking,2001-12-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/985899343126.png,49904.905195,Credit Agricole SA,33143235202,3025.9,ACA.PA,https://www.credit-agricole.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2017-05-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950460396166.png,620.6123788721541,Five Point Holdings LLC,19493491000,69.5,FPH,https://fivepoint.com/
0,US,USD,USD,OTC MARKETS,Metals & Mining,2021-02-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950779348006.png,115.78966878712356,Fortitude Gold Corp,13033207708,24.17,FTCO,https://www.fortitudegold.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2021-03-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950797054386.png,1091.5261144881622,Dave Inc,18448573283,13.09,DAVE,https://www.dave.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2023-07-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950866189706.png,417.8499929936073,Nabors Energy Transition Corp II,12818740034,30.5,NETD,https://www.nabors-etcorp.com/
0,US,USD,USD,NYSE MKT LLC,Logistics & Transportation,2005-03-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959025626.png,318.7177885323529,Radiant Logistics Inc,14254621094,47.01,RLGT,https://radiantdelivers.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,2006-10-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PRIM.png,3409.2120703061673,Primoris Services Corp,12147405600,53.75,PRIM,https://www.prim.com/
0,CA,CAD,CAD,TORONTO STOCK EXCHANGE,Utilities,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FTS.TO.png,31206.249237,Fortis Inc,17097372800,499.31,FTS.TO,https://www.fortisinc.com
0,CN,CNY,CNY,SHANGHAI STOCK EXCHANGE,Transportation Infrastructure,1997-03-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958642656.png,21345.393719300693,Shenzhen Expressway Corp Ltd,8675586698069,2180.77,600548.SS,https://www.sz-expressway.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2020-10-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950799014506.png,2691.7083864225356,Payoneer Global Inc,12126009272,359.85,PAYO,http://www.payoneer.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1999-04-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CFFN.png,770.1608881989708,Capitol Federal Financial Inc,17852351341,132.79,CFFN,https://ir.capfed.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,2009-04-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942978518366.png,0.60479890132856,Sobr Safe Inc,18447627723,0.92,SOBR,https://sobrsafe.com/
0,ID,USD,USD,NYSE MKT LLC,Energy,2019-12-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950710825806.png,35.361345648854964,Indonesia Energy Corp Ltd,62215768888,10.2,INDO,http://indo-energy.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,2001-03-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958993566.png,6.78611334519573,Xcel Brands Inc,13477272474,23.73,XELB,https://xcelbrands.co/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,2006-11-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942976159836.png,58.419658158966115,Where Food Comes From Inc,13038953002,5.23,WFCF,https://www.wherefoodcomesfrom.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1995-11-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/OPK.png,1275.9454312698415,OPKO Health Inc,13055754181,671.55,OPK,https://www.opko.com/
0,KY,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2024-04-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950870914346.png,12.56551142857143,Mobile-health Network Solutions,3456562225223,34.49,MNDR,
0,CN,CNY,CNY,SHANGHAI STOCK EXCHANGE,Energy,2000-10-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/600028.SS.png,646966.6622596943,China Petroleum & Chemical Corp,861059960028,121281.56,600028.SS,http://www.sinopec.com/
0,US,USD,USD,OTC MARKETS,Health Care,2008-02-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942978745936.png,8.44,Born Inc,13869442660,419.98,BRRN,http://www.quture.com
0,SG,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2021-12-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950869456436.png,770.5277190292277,BitFuFu Inc,6562524595,162.9,FUFU,http://www.bitfufu.com
0,US,USD,USD,OTC MARKETS,N/A,2023-02-08,,989.81,AI Unlimited Group Inc,14244572590,314.23,AIUG,https://www.aiug.ai/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,2017-05-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950458171626.png,146.9243093757225,SEACOR Marine Holdings Inc,19858765400,27.67,SMHI,https://ir.seacormarine.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Building,2015-09-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950441681096.png,5059.259290832972,CSW Industrials Inc,12148843777,16.78,CSWI,https://cswindustrials.com/
0,US,USD,USD,OTC MARKETS,Biotechnology,2000-05-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959159206.png,0.055928,Manhattan Scientifics Inc,12125412405,559.28,MHTX,http://www.mhtx.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-07-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950637440036.png,30.86676581777654,Rallybio Corp,12038593820,41.49,RLYB,https://rallybio.com/
0,US,USD,USD,OTC MARKETS,Financial Services,1985-01-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959039706.png,3217.7949819230776,Federal Home Loan Mortgage Corp,17039032000,650.06,FMCC,https://www.freddiemac.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,2019-10-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INDI.png,610.8888321802722,indie Semiconductor Inc,12024310507,208.49,INDI,https://www.indiesemi.com/
0,US,USD,USD,OTC MARKETS,N/A,2019-06-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950564441676.png,3.642107,Kindcard Inc,18888880708,98.17,KCRD,https://www.kindcard.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",2019-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950671851426.png,703.6968337588047,Kura Sushi USA Inc,19497481786,12.07,KRUS,https://kurasushi.com
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,1973-03-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959013266.png,118.22,Western Asset Investment Grade Income Fund Inc,14105390000,9.51,PAI,
0,CN,CNY,CNY,"NEW YORK STOCK EXCHANGE, INC.",Road & Rail,2021-06-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950791631716.png,13887.56,Full Truck Alliance Co Ltd,1862566920156,20915.0,YMM,https://ir.fulltruckalliance.com
0,CA,USD,USD,TORONTO STOCK EXCHANGE,Building,2013-11-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942973109126.png,185.836571,DIRTT Environmental Solutions Ltd,14037235000,193.36,DRT.TO,https://www.dirtt.net/
0,JP,JPY,JPY,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,Chemicals,1949-05-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958806986.png,9070628.459473,Shin-Etsu Chemical Co Ltd,81368122300,1985.0,4063.T,https://www.shinetsu.co.jp/
0,CN,CNY,CNY,NASDAQ NMS - GLOBAL MARKET,Media,2018-11-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950665885516.png,1.40487,TuanChe Ltd,861063986232,50.74,TC,http://ir.tuanche.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-05-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950799234966.png,9.08390811496196,NKGen Biotech Inc,19493966830,44.95,NKGN,https://nkgenbiotech.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2013-01-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950379373076.png,186.438455,Ellington Credit Co,12036981200,29.18,EARN,https://www.ellingtoncredit.com/
0,CN,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2023-03-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950813733486.png,124.92,Jin Medical International Ltd,8651989607972,156.55,ZJYL,http://ir.zhjmedical.com/
0,LU,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2021-11-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950811496026.png,1403.8485808289615,Perimeter Solutions SA,,149.66,PRM,http://www.perimeter-solutions.com/en/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,2020-10-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950769291006.png,1884.4872918565404,Hillman Solutions Corp,15138514900,197.33,HLMN,https://ir.hillmangroup.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1993-03-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959079076.png,625.2913868131967,Shoe Carnival Inc,18128676471,27.17,SCVL,https://www.shoecarnival.com/
0,CA,CAD,CAD,TSX VENTURE EXCHANGE - NEX,Metals & Mining,2008-08-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950731627866.png,1.842102,Mexican Gold Mining Corp,,21.23,MEX.V,http://www.mexicangold.ca/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2004-03-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959042966.png,1.98629498630137,Cutera Inc,14156575500,20.19,CUTR,https://www.cutera.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1948-09-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FMC.png,5157.283082223299,FMC Corp,12152996668,124.84,FMC,https://www.fmc.com/en
0,IL,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2006-11-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958752886.png,207.20115401999996,Allot Ltd,97297619200,39.29,ALLT,https://www.allot.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2020-08-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950834833026.png,9.983660573019371,Alset Inc,13019713955,10.74,AEI,https://www.alsetinc.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2012-09-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950801483196.png,11.65170925925926,Indaptus Therapeutics Inc,16464272727,14.12,INDP,https://indaptusrx.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,2020-07-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BEPC.png,4009.0326819944366,Brookfield Renewable Corp,12124177000,179.61,BEPC,https://bep.brookfield.com/bepc
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,2007-10-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959034376.png,578.9415864735538,American Coastal Insurance Corp,17278957737,48.2,ACIC,https://www.upcinsurance.com/
0,US,USD,USD,CANADIAN NATIONAL STOCK EXCHANGE,Pharmaceuticals,2006-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942975213306.png,0.726796,Lowell Farms Inc,18319988214,18.15,LOWL.CN,https://www.lowellfarms.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2004-06-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958999356.png,618.575635,New York Mortgage Trust Inc,12127920107,90.57,NYMT,https://www.nymtrust.com/
0,IE,EUR,EUR,NASDAQ NMS - GLOBAL MARKET,Media,2023-01-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950833898766.png,6.187906,Brera Holdings PLC,3539492337869,12.72,BREA,https://www.breraholdings.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,2012-02-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTDR.png,5668.130710123241,Matador Resources Co,19723715200,125.21,MTDR,https://www.matadorresources.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2020-10-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950489048016.png,167.535595,C4 Therapeutics Inc,16172310700,70.99,CCCC,https://c4therapeutics.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,2001-07-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942963963366.png,338.82,BlackRock California Municipal Income Trust,18888252257,30.06,BFZ,https://www.blackrock.com/investing/products/240213/blackrock-california-municipal-income-trust-usd-
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,2015-01-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/XELA.png,12.11583447313954,Exela Technologies Inc,18449352832,27.75,XELA,https://www.exelatech.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,2022-08-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950825012436.png,7.077681459854009,Treasure Global Inc,160126437688,52.43,TGL,https://treasureglobal.co/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2019-05-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950429466566.png,66.44248243999999,Quince Therapeutics Inc,14159105717,44.0,QNCX,https://quincetx.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1998-04-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959025176.png,1090.853469,MFA Financial Inc,12122076400,102.52,MFA,https://www.mfafinancial.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,1998-03-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942960196486.png,611.63,BlackRock Muniholdings New Jersy Quality Fund Inc,18004417762,53.19,MUJ,https://www.blackrock.com/investing/products/240267/blackrock-muniholdings-new-jersey-insured-fund-i
0,CN,CNY,CNY,"NEW YORK STOCK EXCHANGE, INC.",Technology,2019-12-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950683137936.png,248.31609202261,OneConnect Financial Technology Co Ltd,862120660625,1169.98,OCFT,https://www.ocft.com
0,IL,USD,USD,TEL AVIV STOCK EXCHANGE,Pharmaceuticals,1951-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TEVA.TA.png,64281.551853,Teva Pharmaceutical Industries Ltd,97239148213,1145.84,TEVA.TA,https://www.tevapharm.com/
0,CH,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals & Mining,2008-07-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950921775076.png,364.3463976923077,Lithium Argentina AG,,161.93,LAR,
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2021-06-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950801514946.png,3815.45,Zeta Global Holdings Corp,12129675055,237.72,ZETA,https://investors.zetaglobal.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Auto Components,2019-03-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LAZR.png,166.14727840038688,Luminar Technologies Inc,14079005259,33.3,LAZR,https://www.luminartech.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2024-11-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950866425286.png,8.298899755599999,Real Messenger Corp,16574088684,9.32,RMSG,
0,US,USD,USD,OTC MARKETS,Financial Services,2008-11-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942980306746.png,103.85717585401285,Rego Payment Architectures Inc,12674657530,136.15,RPMT,https://regopayments.com/
0,JP,JPY,JPY,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,Chemicals,1962-08-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958772406.png,2067073.600586,Nitto Denko Corp,81676322101,706.76,6988.T,https://www.nitto.com/jp/ja/
0,US,DZD,DZD,"NEW YORK STOCK EXCHANGE, INC.",N/A,2010-05-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950007518916.png,183.45,Blackstone Senior Floating Rate 2027 Term Fund,12125032100,13.01,BSL,https://www.blackstone.com/the-firm/asset-management/registered-funds
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2015-01-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BOX.png,4637.320502169155,Box Inc,18777294269,143.7,BOX,https://www.box.com/
0,FI,EUR,EUR,NASDAQ OMX HELSINKI LTD.,Communications,1905-03-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NOKIA.HE.png,25928.132559,Nokia Oyj,358104488000,5605.85,NOKIA.HE,https://www.nokia.com/
0,US,USD,USD,OTC MARKETS,Diversified Consumer Services,2020-04-30,https://static.finnhub.io/logo/e1a03af3828cd349065de32080a85b2ab5a0baf247a0bd6ff833c9298e3ad661.png,2.32,NP Life Sciences Health Industry Group Inc,19253623169,42.96,NPLS,https://gjcc.us/
0,NL,EUR,EUR,NYSE EURONEXT - EURONEXT AMSTERDAM,Telecommunication,1994-06-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958848446.png,13976.072352,Koninklijke KPN NV,31703434343,3888.93,KPN.AS,https://www.kpn.com/
0,TR,USD,TRY,BORSA ISTANBUL,Airlines,1990-12-20,https://static.finnhub.io/logo/30f2b1fe-80f9-11ea-800c-00000000092a.png,463680.0,Turk Hava Yollari AO,902124636363,1380.0,THYAO.E.IS,https://www.turkishairlines.com
0,HK,HKD,HKD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2024-08-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950871466496.png,185.75400338983053,Reitar Logtech Holdings Ltd,85225545666,62.44,RITR,https://www.reitar.io/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Metals & Mining,1956-01-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950490953286.png,107.95050251957296,US Gold Corp,16097990071,12.32,USAU,https://www.usgoldcorp.gold/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,2011-06-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ENPH.png,8164.157377854735,Enphase Energy Inc,17077634784,132.47,ENPH,https://enphase.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2000-09-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SNCR.png,90.50789344562645,Synchronoss Technologies Inc,18666203940,10.84,SNCR,https://synchronoss.com/
